Todas as Informações aqui contidas são relativas ao 5 dia util de outubro de 2023. Após essa data podem ter ocorrido mudanças e deslocamentos.;;;;;;;;;;;
DAA 2023 - Amostras de Fluidos;;;;;;;;;;;
Bacia sedimentar;Código do poço (API);Nome do poço (ANP);Tipo de fluido;Profundidade topo (m);Profundidade base (m);Quantidade de amostra;Tipo de container;Volume (L);Data de conclusão do poço;Município/Estado;Depositária
PARNAÍBA;50090025758;7-GVR-1DA-MA;condensado;0,00;0,00;1;pote de plástico | 5 L;3 L;17/11/2011;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025758;7-GVR-1DA-MA;condensado;0,00;0,00;1;pote de plástico | 5 L;1 L;17/11/2011;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090027743;7-GVR-21-MA;ÁGUA;0,00;1.609,50;1;garrafa de vidro | 500 ml;500 ml;10/09/2014;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025893;7-GVR-2D-MA;água/condensado;0,00;0,00;1;garrafa de vidro | 500 ml;500 ml;08/01/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025893;7-GVR-2D-MA;água/condensado;0,00;1.698,40;1;garrafa de vidro | 500 ml;400 ml;08/01/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090025895;7-GVR-3D-MA;água/lama;2.077,00;2.102,00;1;garrafa de vidro | 500 ml;500 ml;06/01/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026261;7-GVR-9-MA;água/óleo;0,00;899,70;1;garrafa de vidro | 500 ml;500 ml;23/06/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026261;7-GVR-9-MA;ÁGUA;0,00;1.282,10;1;garrafa de vidro | 500 ml;500 ml;23/06/2012;RIO DE JANEIRO/RJ;SOLINTEC
PARNAÍBA;50090026261;7-GVR-9-MA;água/condensado;0,00;0,00;1;garrafa de vidro | 500 ml;500 ml;23/06/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026476;7-TBAZ-1HP-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 500 ml;200 ml;12/01/2013;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026476;7-TBAZ-1HP-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 500 ml;200 ml;12/01/2013;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026747;7-TBMT-10H-RJS;ÓLEO;2.784,45;3.450,00;1;garrafa de vidro | 500 ml;500 ml;07/03/2013;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026747;7-TBMT-10H-RJS;ÓLEO;2.784,45;3.450,00;1;garrafa de vidro | 500 ml;400 ml;07/03/2013;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026492;7-TBMT-2HP-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 500 ml;300 ml;18/11/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026492;7-TBMT-2HP-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 500 ml;300 ml;18/11/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026496;7-TBMT-4HP-RJS;óleo morto;0,00;0,00;1;garrafa de vidro | 500 ml;300 ml;14/12/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026496;7-TBMT-4HP-RJS;óleo morto;0,00;0,00;1;garrafa de vidro | 500 ml;200 ml;14/12/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026816;7-TBMT-8H-RJS;ÓLEO;2.760,00;3.964,00;1;garrafa de vidro | 500 ml;200 ml;18/04/2013;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026816;7-TBMT-8H-RJS;ÓLEO;2.760,00;3.964,00;1;garrafa de vidro | 250 ml;250 ml;18/04/2013;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025207;9-OGX-26HP-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;23/03/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025207;9-OGX-26HP-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;23/03/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025420;9-OGX-39HP-RJS;óleo morto;0,00;0,00;1;garrafa de vidro | 250 ml;150 ml;24/07/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025420;9-OGX-39HP-RJS;óleo morto;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;24/07/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025471;9-OGX-44HP-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;100 ml;25/06/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025471;9-OGX-44HP-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;100 ml;25/06/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025471;9-OGX-44HP-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;100 ml;25/06/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025471;9-OGX-44HP-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;100 ml;25/06/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025629;9-OGX-55HP-RJS;óleo morto;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;18/10/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025629;9-OGX-55HP-RJS;óleo morto;0,00;0,00;1;garrafa de vidro | 250 ml;150ml;18/10/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025705;9-OGX-60HP-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;150 ml;09/01/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025705;9-OGX-60HP-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;100 ml;09/01/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025875;9-OGX-68HP-RJS;ÓLEO;3.520,00;4.645,00;1;garrafa de vidro | 250 ml;200 ml;26/03/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025875;9-OGX-68HP-RJS;ÓLEO;3.520,00;4.645,00;1;garrafa de vidro | 250 ml;200 ml;26/03/2012;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316024676;1-OGX-11D-SPS;óleo morto;0,00;0,00;1;garrafa de plástico | 1 L;1L;10/08/2010;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316024676;1-OGX-11D-SPS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;10/08/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024789;1-OGX-14-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;27/07/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024789;1-OGX-14-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;27/07/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024831;1-OGX-15-RJS;fluido de poço;0,00;0,00;1;garrafa de plástico | 1 L;1L;31/08/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024831;1-OGX-15-RJS;fluido de poço;0,00;0,00;1;garrafa de plástico | 1 L;1L;31/08/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024831;1-OGX-15-RJS;fluido de poço;0,00;0,00;1;garrafa de plástico | 1 L;1L;31/08/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024831;1-OGX-15-RJS;fluido de poço;0,00;0,00;1;garrafa de plástico | 1 L;1L;31/08/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024971;1-OGX-18A-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;30/09/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024971;1-OGX-18A-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;30/09/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025023;1-OGX-20-RJS;água/óleo;2.788,50;2.788,50;1;garrafa de plástico | 1 L;1L;13/01/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025023;1-OGX-20-RJS;água/óleo;2.788,50;2.788,50;1;garrafa de plástico | 1 L;1L;13/01/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025023;1-OGX-20-RJS;água/óleo;0,00;0,00;1;garrafa de plástico | 1 L;1L;13/01/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025023;1-OGX-20-RJS;água/óleo;0,00;0,00;1;garrafa de plástico | 1 L;1L;13/01/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024319;1-OGX-2A-RJS;ÁGUA;0,00;0,00;1;garrafa de plástico | 1 L;1L;22/12/2009;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024319;1-OGX-2A-RJS;ÁGUA;0,00;0,00;1;garrafa de plástico | 1 L;1L;22/12/2009;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024319;1-OGX-2A-RJS;ÁGUA;0,00;0,00;1;garrafa de plástico | 1 L;1L;22/12/2009;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024319;1-OGX-2A-RJS;ÓLEO;3.459,00;3.459,00;1;garrafa de plástico | 1 L;1L;22/12/2009;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024319;1-OGX-2A-RJS;ÁGUA;0,00;0,00;1;garrafa de plástico | 1 L;1L;22/12/2009;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024319;1-OGX-2A-RJS;ÓLEO;3.213,00;3.213,00;1;garrafa de plástico | 1 L;1L;22/12/2009;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024319;1-OGX-2A-RJS;ÓLEO;3.459,00;3.459,00;1;garrafa de plástico | 1 L;1L;22/12/2009;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024319;1-OGX-2A-RJS;ÓLEO;3.213,00;3.213,00;1;garrafa de plástico | 1 L;1L;22/12/2009;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024319;1-OGX-2A-RJS;ÓLEO;3.428,40;3.428,40;1;garrafa de plástico | 1 L;1L;22/12/2009;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024319;1-OGX-2A-RJS;ÓLEO;3.428,40;3.428,40;1;garrafa de plástico | 1 L;1L;22/12/2009;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024334;1-OGX-3-RJS;;3.341,80;3.341,80;1;garrafa de plástico | 1 L;1L;25/02/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024334;1-OGX-3-RJS;;3.341,80;3.341,80;1;garrafa de plástico | 1 L;1L;25/02/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024334;1-OGX-3-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;25/02/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024334;1-OGX-3-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;25/02/2010;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025519;1-OGX-47-SPS;condensado;0,00;0,00;1;garrafa de plástico | 1 L;1L;08/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025519;1-OGX-47-SPS;condensado;0,00;0,00;1;garrafa de plástico | 1 L;1L;08/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025519;1-OGX-47-SPS;condensado;0,00;0,00;1;garrafa de plástico | 1 L;1L;08/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025519;1-OGX-47-SPS;condensado;0,00;0,00;1;garrafa de plástico | 1 L;1L;08/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025519;1-OGX-47-SPS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;08/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025519;1-OGX-47-SPS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;08/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025519;1-OGX-47-SPS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;08/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025519;1-OGX-47-SPS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;08/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025519;1-OGX-47-SPS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;08/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025519;1-OGX-47-SPS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;08/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025817;1-OGX-63A-SPS;;0,00;0,00;1;garrafa de plástico | 1 L;1L;05/02/2012;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316025817;1-OGX-63A-SPS;;0,00;0,00;1;garrafa de plástico | 1 L;1L;05/02/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024515;1-OGX-6-RJS;ÓLEO;3.195,70;3.195,70;1;garrafa de plástico | 1 L;1L;01/04/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024515;1-OGX-6-RJS;ÓLEO;3.195,70;3.195,70;1;garrafa de plástico | 1 L;1L;01/04/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026148;1-OGX-79-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;04/06/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026148;1-OGX-79-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;04/06/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024582;1-OGX-7A-RJS;ÁGUA;0,00;0,00;1;garrafa de plástico | 1 L;1L;01/05/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024582;1-OGX-7A-RJS;ÁGUA;0,00;0,00;1;garrafa de plástico | 1 L;1L;01/05/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024582;1-OGX-7A-RJS;ÁGUA;0,00;0,00;1;garrafa de plástico | 1 L;1L;01/05/2010;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281024582;1-OGX-7A-RJS;ÁGUA;0,00;0,00;1;garrafa de plástico | 1 L;1L;01/05/2010;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;74316026498;1-OGX-94DA-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;02/01/2013;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;74316026498;1-OGX-94DA-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;02/01/2013;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025447;3-OGX-42D-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;07/07/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025447;3-OGX-42D-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;07/07/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025627;3-OGX-54-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;28/10/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025627;3-OGX-54-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;28/10/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025635;3-OGX-56D-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;26/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025635;3-OGX-56D-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;26/09/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025725;3-OGX-61-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;02/11/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025725;3-OGX-61-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;02/11/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025831;3-OGX-64DPA-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;13/12/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025831;3-OGX-64DPA-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;13/12/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025831;3-OGX-64DPA-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;13/12/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025831;3-OGX-64DPA-RJS;ÓLEO;2.292,00;2.305,00;1;garrafa de plástico | 1 L;1L;13/12/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025999;3-OGX-72-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;05/03/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025999;3-OGX-72-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;05/03/2012;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316026034;3-OGX-74-SPS;;0,00;0,00;1;garrafa de plástico | 1 L;1L;19/04/2012;RIO DE JANEIRO/RJ;SOLINTEC
SANTOS;86316026034;3-OGX-74-SPS;;0,00;0,00;1;garrafa de plástico | 1 L;1L;19/04/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026074;3-OGX-75-RJS;ÓLEO;3.465,50;3.465,50;1;garrafa de plástico | 1 L;1L;22/04/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026074;3-OGX-75-RJS;ÓLEO;3.465,50;3.465,50;1;garrafa de plástico | 1 L;1L;22/04/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026157;3-OGX-80-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;19/05/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281026157;3-OGX-80-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;19/05/2012;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025495;4-OGX-45DA-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;22/06/2011;RIO DE JANEIRO/RJ;SOLINTEC
CAMPOS;74281025495;4-OGX-45DA-RJS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;1L;22/06/2011;RIO DE JANEIRO/RJ;SOLINTEC
RECÔNCAVO;20240026346;1-STAR-27B-BA;ÓLEO;0,00;3.198,00;1;garrafa ambar 100 ml;80 ml;23/08/2012;RIO DE JANEIRO/RJ;SONANGOL
RECÔNCAVO;20240026346;1-STAR-27B-BA;ÓLEO;0,00;3.199,50;1;garrafa ambar 250 ml;230 ml;23/08/2012;RIO DE JANEIRO/RJ;SONANGOL
RECÔNCAVO;20240026346;1-STAR-27B-BA;ÓLEO;0,00;3.199,50;1;garrafa ambar 250 ml;230 ml;23/08/2012;RIO DE JANEIRO/RJ;SONANGOL
CAMPOS;74281025741;1-STAR-22-RJS;;0,00;0,00;1;garrafa de vidro 100 ml;60 ml;05/01/2012;RIO DE JANEIRO/RJ;SONANGOL
CAMPOS;74281025741;1-STAR-22-RJS;;0,00;0,00;1;garrafa de vidro 100 ml;05 ml;05/01/2012;RIO DE JANEIRO/RJ;SONANGOL
SERGIPE;901200249000;1-IPA-1-SE;ÓLEO;0,00;1.248,00;1;pote de vidro 30 ml;30 ml;21/11/1983;RIO DE JANEIRO/RJ;SONANGOL
SERGIPE;901200249000;1-IPA-1-SE;ÓLEO;0,00;1.248,00;1;pote de vidro 30 ml;30 ml;21/11/1983;RIO DE JANEIRO/RJ;SONANGOL
SERGIPE;901200249000;1-IPA-1-SE;ÓLEO;0,00;1.248,00;1;pote de vidro 30 ml;30 ml;21/11/1983;RIO DE JANEIRO/RJ;SONANGOL
SERGIPE;901200249000;1-IPA-1-SE;ÓLEO;0,00;1.248,00;1;pote de vidro 30 ml;30 ml;21/11/1983;RIO DE JANEIRO/RJ;SONANGOL
SERGIPE;90120023093;1-STAR-5D-SE;ÓLEO;2.295,00;2.303,00;1;pote de vidro 30 ml;30 ml;11/09/2008;RIO DE JANEIRO/RJ;SONANGOL
SERGIPE;90120023093;1-STAR-5D-SE;ÓLEO;2.295,00;2.303,00;1;pote de vidro 30 ml;30 ml;11/09/2008;RIO DE JANEIRO/RJ;SONANGOL
SANTOS;86316021523;1-MRK-1-SPS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;500 ml;08/12/2005;RIO DE JANEIRO/RJ;TOTAL
SANTOS;86316021523;1-MRK-1-SPS;ÓLEO;0,00;0,00;1;garrafa de plástico | 1 L;70 ml;08/12/2005;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281025148;1-MRK-3-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;200 ml;08/01/2011;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281025148;1-MRK-3-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 500 ml;360 ml;08/01/2011;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281025148;1-MRK-3-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;125 ml;08/01/2011;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281025148;1-MRK-3-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;140 ml;08/01/2011;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281025148;1-MRK-3-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;125 ml;08/01/2011;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281025148;1-MRK-3-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;125 ml;08/01/2011;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281025236;6-MRK-4P-RJS;ÁGUA;0,00;0,00;1;garrafa de vidro | 250 ml;40 ml;08/01/2011;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281025236;6-MRK-4P-RJS;ÓLEO;0,00;0,00;1;garrafa de vidro | 250 ml;250 ml;08/01/2011;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281025236;6-MRK-4P-RJS;ÁGUA;0,00;0,00;1;garrafa de vidro | 250 ml;30 ml;08/01/2011;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281025236;6-MRK-4P-RJS;ÁGUA;0,00;0,00;1;garrafa de vidro | 250 ml;15 ml;08/01/2011;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 50L;50L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 50L;50L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 50L;50L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 50L;50L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 50L;50L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 50L;50L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 50L;50L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 50L;+-35L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 50L;50L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 50L;+-40L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 50L;50L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 50L;50L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 50L;+-40L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 50L;+-40L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 50L;+-40L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 50L;+-40L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 50L;50L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 50L;+-40L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 50L;50L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 50L;+-30L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 50L;50L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 50L;50L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 20L;+-18L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
CAMPOS;74281027551;6-TOT-1DP-RJS;ÓLEO;5.025,00;5.130,00;1;Bombona 20L;20L;09/08/2014;RIO DE JANEIRO/RJ;TOTAL
